channel_id,channel_title,video_id,title,published_at,description,tags,view_count,like_count,comment_count
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,rAXG4nE9s64,Why Your Neighbour’s Electricity Bill is ₹0 🔥 (Solar Secret) | CA Rachana Ranade | #shorts,2025-09-02T12:42:25Z,"Get a free solar quote for your home with SolarSquare: 
https://www.solarsquare.in/go-solar utm_source=youtube&utm_medium=influencer&utm_campaign=RachanaRanade_020925","Solar Panels,Saur urja,Electricity,SolarSquare,How to save electricity?,electricity bill,lights,Solar energy,Rooftop Solar,sunlight,solar system,solar power,thermal storage.,Can solar save electricity?,solar pv,Panasonic,japan,government subsidy,expenses,maintenance,CA Rachana Ranade,green energy,renewable energy,Cleanenergy,Sustainability,Environment,Tata Power,Adani Green energy,Suzlon,JSW,KPI,NHPC,top stocks",27539,873,19
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,ZvGLsAiU9Pc,Ditch High Interest Debt! Get Loans Against Your Investments | CA Rachana Ranade,2025-08-29T14:30:34Z,"✔️ Check your credit limit here: https://go.smallcase.com/gIQT/x8q9ilvp
--------------------------------------------------------------------------------------------------------------
Today's video covers how to fund short-term goals using Loan Against Stocks (LS) and Loan Against Mutual Funds (LMF) as alternatives to high-interest personal loans.
-------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
What is covered? 
00:00 - Introduction 
00:51 - Introduction to Loan Against Stocks (LS) and Loan Against Mutual Funds (LMF)
01:56 - How to access money without selling stocks and other key features 
03:20 - How to ditch High Interest cost?
05:11 - LTV, processing time, tenure and other key details 
08:41 - Top five concerns
11:52 - Eligibility criteria
12:52 - How to apply?
14:03 - Conclusion

#CARachanaRanade #ShareMarket #Mutualfunds #Loan","loan against stocks,loan against mutual funds,smart borrowing,financial planning,loan alternatives,mutual funds,loan tips,investing wisely,finance education,money management,interest saving,wealth management,financial literacy,smart money choices,investment tips,funding goals,stock loans,mutual fund loans,secure loans,alternative to personal loan,borrow smart,debt free journey,low interest loans,credit management,financial goals",22740,702,148
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,Dtm3F52nuC4,F&O Expiry Day Change | CA Rachana Ranade | #shorts,2025-08-28T12:22:13Z,,"Stock Market India,Indian Stock Market,Stock Market News,F&O Expiry,Expiry Day,F&O Trading,Options Trading,Derivative Trading,NSE,BSE,Expiry Day Change,Market Alert,Trading Update,Finance News,Stock Market Update,CA Rachana Ranade,Har Ghar Investor,Learn Finance,Sensex,Nifty,current news,Investing,Trading,Saving,investor,Knowledge,education,finance,money,financial literacy,financial planning",22257,490,33
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,pOwj0LZpTgw,Will NIFTY fall further? | CA Rachana Ranade,2025-08-28T10:06:38Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : 
https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________
What is covered? 


#CARachanaRanade #ShareMarket #Nifty","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Trump,Donald Trump,Nifty,Market Crash,Market updates,current updates,NSE,BSE,Sensex,Investing,Trading,Trump tariffs,Recession,Market fall,Saving,Nifty prediction,bear,bear market,bull market,portfolio,nasdaq,s&p 500,dow,dow jones,mid caps,small caps,US DEBT,China,Debt to GDP",29765,1053,71
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,RdV_IK6hCwU,3 Special Money Lessons from Bappa ✨! CA Rachana Ranade | #shorts,2025-08-27T04:27:18Z,,"Ganesh Chaturthi 2025,Ganpati Festival,Ganesh Utsav,Ganpati Celebration,Prosperity With Ganpati,Wealth And Prosperity,Festival Of Prosperity,Finance With Faith,Lord Ganesha Blessings,Financial Growth,Smart Wealth,Invest Smart,Money Goals,Wealth Creation,Finance For All,Financial Planning,Abundance And Wealth,Money Mindset,Money lessons,financial planning,Future,Money saving hacks,festival,energy,motivation,celebration",25601,935,43
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,3emmjvs919Q,Think FIIs Move Markets? | The Market’s Hidden Driver REVEALED | CA Rachana Ranade,2025-08-26T12:30:08Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : 
https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678
----------------------------------------------------------------------------------------------------------------
Who drives the Indian stock market – FIIs or DIIs? 🤔 In this video, we explain who they are, their role in the market, and reveal with real data who the true heroes are. Plus, we bust some common investing myths every trader should know! 
---------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________
What is covered? 
00:00 - Introduction
00:58 - Are FII's True Hero?
05:05 - Are DII's True Hero?
06:03 - AMFI SIP DATA
07:18 - The Real Hero
09:01 - Conclusion

#CARachanaRanade #ShareMarket #Nifty","FIIs,DIIs,Market Movers,Indian Stock Market,Smart Investing,Market Trends,Stock Market Insights,Investment Tips,Stock Market Education,Market Analysis,Trading India,Equity Markets,Investor Education,Market Updates,Long Term Investing,Short Term Trading,Mutual Funds India,Retail Investors,Sensex,Nifty 50,Stock Market For Beginners,Financial Freedom,Wealth Creation,Investing Wisely,Market Strategy,Economic Trends,Capital Markets",29874,1184,90
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,rA39DA3G6aY,Today is the LAST DAY to buy HDFC Bank shares if you want the bonus! | CA Rachana Ranade | #shorts,2025-08-25T08:55:44Z,,"HDFC Bank,Bonus Shares,Ex Bonus,Stock Split,Corporate Action,Dividend,Indian Stocks,NSE India,BSE India,Stock Market India,Share Market,Equity Market,Market Update,Stock Alert,Last Day,Investor Alert,Stock Market,Investing,Wealth Creation,Long Term Investing,Smart Investing,Financial Literacy,Har Ghar Investor,Rachana Ranade,Current news,latest update,notification,Information,stocks updates",68328,1113,51
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,w_fU18P3is8,India’s Big Consumption Boom: What’s Driving It? | CA Rachana Ranade,2025-08-22T12:49:30Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : 
https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678

In this video, we are discussing how no tax up to ₹12 lakh, a possible GST rate cut, and a reducing interest rate cycle are set to boost India’s consumption story and drive GDP growth.
-------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction 
01:17 - Big Trigger for India’s GDP Growth? 
02:40 - GST Simplification/Reforms 
05:39 - Income tax relief 
06:39 - RBI Rate cut 
08:52 - Why is Consumption so important? 
09:53 - Capex Story 
12:08 - Consumption Tracker 

#CARachanaRanade #ShareMarket #Nifty","IndianEconomy,GDPGrowth,FinanceWithRachana,EconomicGrowth,WealthInIndia,IncomeTax,TaxRelief,GSTCut,NoTax,FinanceNews,TaxPlanning,TaxSavings,InterestRates,ConsumptionBoom,IndiaConsumptionStory,GrowthDrivers,MonetaryPolicy,InflationControl,Budget2025,IndiaRising,MoneyMatters,SmartFinance,FinancialLiteracy,InvestmentTips,WealthCreation,StockMarketIndia,MarketUpdates,PersonalFinance,IndianBudget,PolicyReforms,GrowthOpportunities,EmergingMarkets,CA Rachana Ranade",45260,1602,75
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,Mcvh2gSDF5I,Big GST Rate Cut by Diwali – What It Means for You! | CA Rachana Ranade,2025-08-21T16:16:40Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : 
https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678

✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 


#CARachanaRanade #ShareMarket #Nifty",,20257,711,23
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,E2Pqds2iYdI,Top 5 reasons why IT Sector is failing | CA Rachana Ranade,2025-08-20T15:00:21Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : 
https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678

In this video, we break down the recent correction in the Indian IT sector and discuss the key reasons behind the fall in NIFTY IT. From weak global tech spending and margin pressures to concerns around AI disruption, we explain the factors impacting large IT companies like TCS, Infosys, Wipro, HCL Tech, and others.
----------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
✔️ Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________
What is covered? 
00:00 - Introduction  
02:23 - Sluggish Global Tech Spending & Weak Client Demand  
05:05 - Margin Headwinds and Mixed Earnings Reports  
07:40 - FII Selling Pressure  
9:00 - AI Disruption Anxiety & Shifting Sentiment  
 Let me know this point in the comment section.  

#CARachanaRanade #ShareMarket #Nifty","CA Rachana Ranade,money,share market,Nifty IT,Indian Stock Market,IT Sector,Stock Market India,Stock Market Update,IT Stocks,Sensex,TCS,Infosys,Wipro,HCL Tech,Tech Sector,Stock Market Education,Market Correction,Investing in India,Stock Analysis,Financial Literacy,Stock Market News,Tech Disruption,AI and Tech,Margin Pressure,Global Tech Spending,Equity Markets,Stock Market for Beginners,Finance with Rachana,Finance,Current updates",46590,1281,97
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,mp0kNxHt3Ew,Online Gaming Bill 2025: Impact on Gaming Stocks in India | CA Rachana Ranade | #shorts,2025-08-20T13:44:33Z,,"CA Rachana Ranade,Stocks,Stock Market,Share Market,Current updates,Latest news,Online Gaming,Bill,loksabha,rummy,3 patti,Pub G,Dream 11,Fun,online betting,trading,investing,loss,gambling,games,law,privacy,entertainment,gaming stocks,gamingstocks,nazara,deltacorp,stockmarketindia,onlinegaming,stockmarketnews,stockupdate,marketnews,finance,dalalstreet,marketupdate,sharemarket,equitymarket,indianinvestors,wealthcreation,marketinsights,smartinvesting,stocktrading",38052,713,32
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,ZWJDQhSj13A,Day 3/3: The Freedom Movement You Haven’t Heard Of | Independence Day | CA Rachana Ranade | #shorts,2025-08-15T11:21:32Z,"A new movement is starting - but it’s not on the streets!

It’s in living rooms, in family conversations, in every woman who decides to take control of her financial choices.

This Independence Day, let’s make Financial Freedom for Women our new mission.
Not tomorrow. Not someday. Today. 

Comment IN if you believe in this movement.
🔗 Plan your goals- https://rebrand.ly/Financial-Calculator","ca rachana ranade,financial literacy,financial future,financial education,financial freedom,women empowerment,independence day,15th Aug,Har Ghar Investor,invest smart,money matters,Freedom to choose,finance simplified,proud indian,India,Learning,Investing,trading",15553,418,5
